disease_to_gene_occurrences,disease_to_gene_pub_counts,disease_to_int_to_gen_occurrences,disease_to_int_to_gene_pubs,disease_symtpoms_gene_related_to,disease_symtpoms_gene_related_to_count,unique_symptoms_count,gene_to_symptoms_pub_counts,gene_edges_out
1,0,97,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",7,3,4,2543
1,0,0,0,['CATARACT'],1,1,0,92
1,0,79,0,"['MALIGNANT MELANOMA', 'PAPILLOMA', 'FEVER', 'FEVER', 'CATARACT', 'ATAXIA']",6,5,3,1948
1,0,17,0,"['CATARACT', 'CATARACT']",2,1,1,338
1,0,13,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,598
1,0,5,0,['MALIGNANT MELANOMA'],1,1,0,353
1,0,5,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,877
1,0,28,0,"['PERIPHERAL NEUROPATHY', 'PAPILLOMA', 'ATAXIA']",3,3,0,1130
1,0,4,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'CATARACT']",3,3,0,442
1,0,27,0,['TELANGIECTASIA'],1,1,0,1323
1,0,274,313,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'PAPILLOMA']",5,3,5,2043
1,0,3,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",5,2,1,687
1,0,44,0,['ATAXIA'],1,1,0,502
1,0,13,0,['ATAXIA'],1,1,0,476
1,0,28,0,"['NEUROPATHY', 'ATAXIA']",2,2,0,835
1,0,27,0,"['ATAXIA', 'NEUROPATHY']",2,2,0,440
1,0,24,0,"['SQUINT', 'SQUINT', 'ATAXIA', 'ATAXIA']",4,2,0,508
1,0,34,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",6,3,2,1894
1,0,1,0,['TELANGIECTASIA'],1,1,1,1851
1,0,12,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PTERYGIUM']",3,2,2,284
1,0,37,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",5,1,9,3516
1,0,72,0,['ATAXIA'],1,1,0,434
1,0,19,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,0,795
1,0,4,0,['MALIGNANT MELANOMA'],1,1,0,462
1,0,5,0,"['ATAXIA', 'NEUROPATHY']",2,2,0,253
1,0,7,0,['ATAXIA'],1,1,0,252
1,0,137,187,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",3,2,2,1033
1,0,37,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,577
1,0,9,0,"['PAPILLOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",3,2,0,921
1,0,131,149,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,1,730
1,0,16,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,602
1,0,11,0,['MALIGNANT MELANOMA'],1,1,0,517
1,0,34,0,"['MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",3,3,0,764
1,0,32,0,['NEUROPATHY'],1,1,0,3513
1,0,5,0,['MALIGNANT MELANOMA'],1,1,0,394
1,0,33,0,['MALIGNANT MELANOMA'],1,1,0,259
1,0,36,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,570
1,0,45,0,"['TELANGIECTASIA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",3,2,0,602
1,0,32,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,1429
1,0,83,0,['MALIGNANT MELANOMA'],1,1,0,533
1,0,42,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,565
1,0,17,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,360
1,0,26,0,"['PAPILLOMA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA', 'CATARACT']",4,4,0,668
1,0,33,0,"['PAPILLOMA', 'ATAXIA']",2,2,0,564
1,0,42,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'ATAXIA']",4,3,3,699
1,0,218,514,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,1647
1,0,8,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",8,2,26,1593
1,0,1,0,['ATAXIA'],1,1,0,145
1,0,2,0,"['MALIGNANT MELANOMA', 'CATARACT']",2,2,0,493
1,0,35,0,['MALIGNANT MELANOMA'],1,1,0,451
1,0,37,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",4,1,2,702
1,0,18,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,652
1,0,0,0,"['CATARACT', 'SQUINT', 'NEUROPATHY']",3,3,0,174
1,0,37,0,['MALIGNANT MELANOMA'],1,1,0,505
1,0,62,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PTERYGIUM', 'FEVER', 'ATAXIA', 'CATARACT']",7,5,4,3759
1,0,12,0,['ATAXIA'],1,1,0,263
1,0,23,0,['MALIGNANT MELANOMA'],1,1,0,409
1,0,37,0,"['PERIPHERAL NEUROPATHY', 'MALIGNANT MELANOMA']",2,2,0,854
1,0,6,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY']",3,3,0,463
1,0,1,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",4,2,0,776
1,0,103,126,"['MALIGNANT MELANOMA', 'CATARACT']",2,2,0,558
1,0,118,228,"['ERYTHEMA', 'ATAXIA', 'PAPILLOMA']",3,3,2,3521
1,0,13,0,['MALIGNANT MELANOMA'],1,1,0,327
1,0,23,0,"['TELANGIECTASIA', 'NEUROPATHY', 'ATAXIA']",3,3,0,307
1,0,92,0,['NEUROPATHY'],1,1,0,612
1,0,7,0,['MALIGNANT MELANOMA'],1,1,0,582
1,0,155,203,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",3,1,3,650
1,0,19,0,"['PHOTOPHOBIA', 'MALIGNANT MELANOMA', 'CATARACT', 'ATAXIA']",4,4,1,527
1,0,2,0,"['PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,3,0,423
1,0,27,0,"['HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY']",5,4,1,1977
1,0,201,488,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'SQUINT']",4,3,2,768
1,0,2,0,"['ATAXIA', 'ATAXIA', 'NEUROPATHY']",3,2,1,188
1,0,27,0,"['PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,3,0,610
1,0,106,152,"['NEUROPATHY', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,614
1,0,32,0,['ATAXIA'],1,1,0,338
1,0,2,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,296
1,0,1,0,"['TELANGIECTASIA', 'PAPILLOMA', 'MALIGNANT MELANOMA']",3,3,0,399
1,0,10,0,['MALIGNANT MELANOMA'],1,1,0,1183
1,0,34,0,"['ALOPECIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'TELANGIECTASIA', 'ATAXIA']",6,4,6,4064
1,0,2,0,['MALIGNANT MELANOMA'],1,1,0,436
1,0,126,208,['MALIGNANT MELANOMA'],1,1,0,1610
1,0,20,0,"['NEUROPATHY', 'MALIGNANT MELANOMA', 'CATARACT']",3,3,1,993
1,0,0,0,['CATARACT'],1,1,0,177
1,0,6,0,"['ATAXIA', 'TELANGIECTASIA']",2,2,0,491
1,0,106,134,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",3,2,2,1945
1,0,15,0,"['PAPILLOMA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,419
1,0,37,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,1532
1,0,29,0,['MALIGNANT MELANOMA'],1,1,0,261
1,0,47,0,"['TELANGIECTASIA', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",4,4,0,563
1,0,39,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY']",3,3,0,557
1,0,18,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",5,2,6,467
1,0,105,92,"['MALIGNANT MELANOMA', 'PAPILLOMA']",2,2,0,832
1,0,8,0,"['ECTROPION', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",4,4,0,568
1,0,22,0,"['HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA', 'PTERYGIUM', 'CATARACT']",7,6,3,1441
1,0,4,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",4,2,3,1816
1,0,56,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,977
1,0,40,0,['MALIGNANT MELANOMA'],1,1,0,520
1,0,13,0,"['TELANGIECTASIA', 'MALIGNANT MELANOMA']",2,2,0,346
1,0,32,0,"['NEUROPATHY', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,436
1,0,33,0,"['ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",4,3,0,561
1,0,32,0,['ATAXIA'],1,1,0,329
1,0,77,0,"['ATAXIA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",3,3,0,635
1,0,66,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",4,3,1,836
1,0,1,0,"['MALIGNANT MELANOMA', 'TELANGIECTASIA', 'CATARACT', 'ATAXIA']",4,4,0,425
1,0,34,0,"['ALOPECIA', 'TELANGIECTASIA', 'ATAXIA', 'CATARACT', 'MALIGNANT MELANOMA']",5,5,0,469
1,0,64,0,"['TELANGIECTASIA', 'ATAXIA', 'MALIGNANT MELANOMA', 'CATARACT']",4,4,0,459
1,0,42,0,['ATAXIA'],1,1,0,379
1,0,104,187,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,700
1,0,26,0,['ATAXIA'],1,1,0,676
1,0,52,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'TELANGIECTASIA', 'ECTROPION', 'ATAXIA']",6,5,1,3171
1,0,2,0,['MALIGNANT MELANOMA'],1,1,0,491
1,0,13,0,"['PAPILLOMA', 'MALIGNANT MELANOMA']",2,2,0,504
1,0,46,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,538
1,0,46,0,"['TELANGIECTASIA', 'PAPILLOMA', 'MALIGNANT MELANOMA']",3,3,0,1299
1,0,10,0,"['ATAXIA', 'CATARACT', 'NEUROPATHY']",3,3,0,274
1,0,7,0,"['FEVER', 'SQUINT', 'NEUROPATHY']",3,3,1,374
1,0,9,0,['MALIGNANT MELANOMA'],1,1,0,464
1,0,2,0,['MALIGNANT MELANOMA'],1,1,0,353
1,0,7,0,"['PAPILLOMA', 'MALIGNANT MELANOMA']",2,2,0,327
1,0,24,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,350
1,0,11,0,['MALIGNANT MELANOMA'],1,1,0,402
1,0,91,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,752
1,0,39,0,"['TELANGIECTASIA', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",4,4,0,509
1,0,39,0,['MALIGNANT MELANOMA'],1,1,0,435
1,0,23,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA', 'PAPILLOMA', 'ALOPECIA']",6,5,2,1257
1,0,6,0,['ALOPECIA'],1,1,0,655
1,0,7,0,"['HEARING IMPAIRMENT', 'CATARACT', 'ENTROPION']",3,3,2,437
1,0,16,0,"['NEUROPATHY', 'CATARACT']",2,2,0,486
1,0,18,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,837
1,0,28,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'CATARACT', 'PTERYGIUM', 'HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'TELANGIECTASIA', 'ATAXIA']",10,6,8,1502
1,0,75,0,"['PAPILLOMA', 'NEUROPATHY', 'TELANGIECTASIA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,5,0,429
1,0,1,0,['MALIGNANT MELANOMA'],1,1,0,193
1,0,76,0,"['MALIGNANT MELANOMA', 'PAPILLOMA']",2,2,0,2322
1,0,16,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,488
1,0,27,0,"['FEVER', 'MALIGNANT MELANOMA', 'NEUROPATHY']",3,3,1,424
1,0,102,118,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,1465
1,0,45,0,"['TELANGIECTASIA', 'ATAXIA', 'CATARACT']",3,3,0,379
1,0,14,0,"['PAPILLOMA', 'MALIGNANT MELANOMA']",2,2,0,654
1,0,27,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'TELANGIECTASIA']",5,3,7,2421
1,0,0,0,['MALIGNANT MELANOMA'],1,1,0,326
1,0,18,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY']",4,3,1,548
1,0,32,0,['MALIGNANT MELANOMA'],1,1,0,431
1,0,26,0,"['TELANGIECTASIA', 'ATAXIA']",2,2,0,1275
1,0,8,0,"['MALIGNANT MELANOMA', 'ALOPECIA']",2,2,0,443
1,0,21,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'CATARACT']",4,3,2,1026
1,0,69,0,['ATAXIA'],1,1,0,662
1,0,82,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,1,615
1,0,96,0,"['MALIGNANT MELANOMA', 'CATARACT', 'ATAXIA']",3,3,0,472
1,0,39,0,"['MALIGNANT MELANOMA', 'TELANGIECTASIA', 'PAPILLOMA', 'NEUROPATHY']",4,4,1,1502
1,0,30,0,"['PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,3,0,429
1,0,8,0,"['PAPILLOMA', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",4,3,1,681
1,0,74,0,"['MALIGNANT MELANOMA', 'PAPILLOMA']",2,2,0,718
1,0,55,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",3,3,0,923
1,0,6,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",2,1,1,478
1,0,22,0,"['NEUROPATHY', 'ATAXIA', 'MALIGNANT MELANOMA', 'CATARACT']",4,4,0,342
1,0,6,0,['ATAXIA'],1,1,0,234
1,0,14,0,"['CATARACT', 'MALIGNANT MELANOMA']",2,2,0,572
1,0,49,0,"['FEVER', 'FEVER', 'HYPERKERATOSIS', 'PAPILLOMA', 'TELANGIECTASIA', 'ALOPECIA', 'ATAXIA']",7,6,3,918
1,0,30,0,"['ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'FATIGUE', 'FEVER', 'TELANGIECTASIA']",8,5,4,3047
1,0,45,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,477
1,0,141,159,"['MALIGNANT MELANOMA', 'CATARACT', 'ATAXIA']",3,3,0,499
1,0,102,97,"['TELANGIECTASIA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,873
1,0,63,0,"['CATARACT', 'ATAXIA']",2,2,0,765
1,0,24,0,['ATAXIA'],1,1,0,1532
1,0,21,0,['TELANGIECTASIA'],1,1,0,2005
1,0,29,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,897
1,0,19,0,"['MALIGNANT MELANOMA', 'PAPILLOMA']",2,2,0,533
1,0,0,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'ALOPECIA']",3,3,0,323
1,0,28,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'TELANGIECTASIA', 'ATAXIA', 'PAPILLOMA']",11,5,3,3391
1,0,33,0,"['ATAXIA', 'PTERYGIUM']",2,2,0,538
1,0,63,0,"['MALIGNANT MELANOMA', 'TELANGIECTASIA', 'PAPILLOMA', 'ATAXIA']",4,4,0,1132
1,0,9,0,"['PAPILLOMA', 'CATARACT']",2,2,0,342
1,0,20,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,504
1,0,1,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,1161
1,0,99,0,"['FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'ATAXIA']",5,4,2,1986
1,0,116,244,"['HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'FEVER', 'FEVER', 'PHOTOPHOBIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'TELANGIECTASIA']",11,6,19,2978
1,0,34,0,['MALIGNANT MELANOMA'],1,1,0,1022
1,0,5,0,['ATAXIA'],1,1,0,214
1,0,52,0,"['MALIGNANT MELANOMA', 'FATIGUE', 'HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'ALOPECIA', 'ATAXIA']",6,5,3,1688
1,0,24,0,"['CATARACT', 'PAPILLOMA']",2,2,0,472
1,0,7,0,['MALIGNANT MELANOMA'],1,1,1,283
1,0,12,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,397
1,0,27,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA']",8,2,12,1509
1,0,160,127,['NEUROPATHY'],1,1,0,545
1,0,179,418,"['PAPILLOMA', 'ATAXIA']",2,2,0,568
1,0,9,0,"['PAPILLOMA', 'ALOPECIA', 'ENTROPION']",3,3,0,387
1,0,38,0,['MALIGNANT MELANOMA'],1,1,0,672
1,0,2,0,['MALIGNANT MELANOMA'],1,1,0,458
1,0,23,0,"['HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'NEUROPATHY']",3,3,1,1090
1,0,46,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,751
1,0,84,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA']",3,2,1,1175
1,0,142,171,"['ATAXIA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA']",3,3,0,1337
1,0,34,0,"['BLEPHARITIS', 'MALIGNANT MELANOMA', 'ENTROPION']",3,3,0,603
1,0,14,0,"['MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'TELANGIECTASIA', 'PAPILLOMA']",4,4,1,2107
1,0,59,0,"['FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",5,4,2,1133
1,0,4,0,"['ATAXIA', 'TELANGIECTASIA']",2,2,0,237
1,0,36,0,"['PAPILLOMA', 'ATAXIA']",2,2,0,398
1,0,3,0,"['MALIGNANT MELANOMA', 'CATARACT']",2,2,0,358
1,0,19,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",6,3,3,764
1,0,21,0,"['ATAXIA', 'CATARACT', 'MALIGNANT MELANOMA']",3,3,0,1842
1,0,33,0,"['FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA']",7,3,2,1413
1,0,10,0,"['TELANGIECTASIA', 'MALIGNANT MELANOMA']",2,2,0,1888
1,0,31,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",5,3,1,773
1,0,34,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,575
1,0,18,0,"['TELANGIECTASIA', 'PAPILLOMA']",2,2,0,786
1,0,42,0,['MALIGNANT MELANOMA'],1,1,0,590
1,0,22,0,['MALIGNANT MELANOMA'],1,1,0,389
1,0,56,0,['NEUROPATHY'],1,1,0,371
1,0,2,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",2,1,0,296
1,0,10,0,"['MALIGNANT MELANOMA', 'CATARACT', 'ATAXIA', 'NEUROPATHY']",4,4,0,379
1,0,11,0,['CATARACT'],1,1,0,222
1,0,28,0,"['CATARACT', 'TELANGIECTASIA']",2,2,0,1219
1,0,57,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,1,1390
1,0,0,0,['SQUINT'],1,1,0,73
1,0,7,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,252
1,0,48,0,"['PAPILLOMA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,619
1,0,17,0,"['MALIGNANT MELANOMA', 'CATARACT']",2,2,0,162
1,0,27,0,"['MALIGNANT MELANOMA', 'CATARACT']",2,2,0,1170
1,0,32,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",2,1,1,731
1,0,20,0,"['PAPILLOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'FEVER', 'CATARACT', 'ATAXIA']",7,6,5,3373
1,0,3,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,336
1,0,7,0,"['PTERYGIUM', 'PAPILLOMA', 'BLEPHARITIS', 'MALIGNANT MELANOMA']",4,4,1,1208
1,0,1,0,['ATAXIA'],1,1,0,378
1,0,20,0,['NEUROPATHY'],1,1,0,320
1,0,2,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",4,1,1,343
1,0,12,0,"['ATAXIA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",3,3,0,597
1,0,20,0,['ATAXIA'],1,1,0,330
1,0,0,0,"['NEUROPATHY', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,225
1,0,34,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY']",3,3,0,531
1,0,21,0,"['MALIGNANT MELANOMA', 'ALOPECIA']",2,2,0,832
1,0,15,0,"['CATARACT', 'NEUROPATHY']",2,2,2,885
1,0,12,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,444
1,0,2,0,['MALIGNANT MELANOMA'],1,1,0,449
1,0,10,0,"['MALIGNANT MELANOMA', 'ATAXIA', 'NEUROPATHY', 'PAPILLOMA']",4,4,0,353
1,0,9,0,['MALIGNANT MELANOMA'],1,1,0,224
1,0,57,0,['NEUROPATHY'],1,1,0,1241
1,0,77,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'SQUINT', 'NEUROPATHY']",5,3,3,800
1,0,47,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,657
1,0,28,0,"['CATARACT', 'CATARACT', 'ATAXIA', 'NEUROPATHY']",4,3,1,343
1,0,13,0,"['PTERYGIUM', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA']",8,4,5,1494
1,0,130,206,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",5,2,5,1226
1,0,5,0,['MALIGNANT MELANOMA'],1,1,0,627
1,0,13,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'NEUROPATHY']",5,3,2,1134
1,0,7,0,"['PAPILLOMA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,495
1,0,24,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,569
1,0,1,0,"['ALOPECIA', 'NEUROPATHY']",2,2,0,496
1,0,34,0,['MALIGNANT MELANOMA'],1,1,0,515
1,0,61,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,2,1,2380
1,0,59,0,['MALIGNANT MELANOMA'],1,1,0,590
1,0,5,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,413
1,0,32,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",6,2,6,1398
1,0,73,0,"['MALIGNANT MELANOMA', 'TELANGIECTASIA', 'PAPILLOMA', 'ATAXIA', 'ALOPECIA']",5,5,1,934
1,0,22,0,['MALIGNANT MELANOMA'],1,1,0,263
1,0,43,0,['MALIGNANT MELANOMA'],1,1,0,477
1,0,1,0,['ATAXIA'],1,1,0,371
1,0,77,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'NEUROPATHY']",6,3,2,1447
1,0,26,0,"['MALIGNANT MELANOMA', 'PAPILLOMA']",2,2,0,378
1,0,113,207,"['TELANGIECTASIA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,3,0,1077
1,0,21,0,"['ATAXIA', 'MALIGNANT MELANOMA']",2,2,0,688
1,0,42,0,"['MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",3,3,0,692
1,0,3,0,"['NEUROPATHY', 'ATAXIA']",2,2,0,296
1,0,23,0,"['NEUROPATHY', 'ATAXIA']",2,2,0,313
1,0,195,81,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,961
1,0,20,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'CATARACT']",6,2,2,672
1,0,24,0,['MALIGNANT MELANOMA'],1,1,0,726
