,bioprocess_count
Proteolytic Processing,12
liver development,12
Molecular Transport,12
lymphocyte differentiation,11
viral transcription,11
spindle assembly,11
mating,11
Leukocyte Rolling,11
Cellular Cycle Alteration [PE],11
phosphatidylinositol 3-kinase activity,11
histone phosphorylation,11
NF-kappaB-inducing kinase activity,11
soluble NSF attachment protein activity,11
histamine secretion,11
Biochemical Reaction,11
mRNA Decay,11
Osmoregulation,11
actin filament depolymerization,11
iron ion homeostasis,11
insulin activity,11
hormone binding,11
interleukin-6 receptor activity,10
signal peptide peptidase activity,10
Lytic Phase,10
immunoglobulin secretion,10
histone methylation,10
cholesterol transport,10
macrophage chemotaxis,10
serotonin transmembrane transporter activity,10
vasopressin secretion,10
epidermal growth factor binding,10
acid secretion,10
Alkalinization,10
glutathione peroxidase activity,10
lysin activity,10
natural killer cell proliferation,10
interleukin-4 receptor activity,10
activation of phospholipase C activity,10
hormone activity,10
antigen binding,10
lamellipodium assembly,10
Increased Cellular Migration [PE],10
seed germination,10
Renal blood flow,10
eosinophil chemotaxis,10
mitochondrial processing peptidase activity,10
Transcription Elongation,10
histone acetyltransferase activity,10
quorum sensing,9
Homeostatic mechanism,9
peptidase activity,9
Base Excision Repair,9
astrocyte activation,9
sporulation resulting in formation of a cellular spore,9
germ cell development,9
Protein Import,9
cAMP-dependent protein kinase activity,9
phospholipase A2 activity,9
lumen formation in an anatomical structure,9
mRNA maturation,9
lipopolysaccharide binding,9
Dietary intake,9
calpain activity,9
endothelial cell differentiation,9
hair cycle,9
activation of adenylate cyclase activity,9
Mismatch Repair,9
recombinational repair,9
Positive Regulation of Cell Death,9
peptide binding,9
epidermal growth factor receptor activity,9
ATP transport,9
kinase binding,9
transcription factor activity,8
Secretory Pathway,8
B cell homeostasis,8
pore complex assembly,8
Disease Resistance,8
Protein Acetylation,8
chromatin silencing,8
Chromosome Stability,8
Iron Chelation,8
unidimensional cell growth,8
elastase activity,8
Monocyte chemotaxis,8
epidermal growth factor receptor binding activity,8
hexose transport,8
eosinophil differentiation,8
Deubiquitination,8
Immune Cell Activation Process,8
Oxidative Stress Pathway,8
endonuclease activity,8
fatty-acid synthase activity,8
microtubule motor activity,8
oocyte growth,8
Renal Elimination,8
regulator of G-protein signaling activity,8
ryanodine-sensitive calcium-release channel activity,8
vitamin D receptor binding,8
acid phosphatase activity,8
transcription factor binding,7
cyclooxygenase pathway,7
cytokine activity,7
Thymic T-Cell Selection,7
cell fate determination,7
lipid storage,7
guanylate cyclase activity,7
axis specification,7
natural killer cell differentiation,7
ligase activity,7
membrane protein ectodomain proteolysis,7
JNK cascade,7
melanocyte differentiation,7
purinergic nucleotide receptor activity,7
Growth Factor Binding,7
DNA catabolic process,7
iron transport,7
Ovarian follicle development,7
Sex determination,7
pyruvate dehydrogenase activity,7
androgen biosynthetic process,7
follicle-stimulating hormone secretion,7
RNA Processing,7
Non-Homologous DNA End-Joining,7
myoblast fusion,7
Induced Mutation,7
Membrane Protein Traffic,7
Biochemical Processes,7
Negative Regulation of Cell Cycle,7
molecular_function,7
Drug Efflux,7
lipoprotein metabolism,7
Integrin Binding,7
calmodulin binding,7
endopeptidase activity,7
Protein dephosphorylation,7
phosphate ion transport,7
acetylcholinesterase activity,7
cyclase activity,7
Hedgehog Signaling Pathway,7
ion channel activity,6
kidney physiology,6
neutrophil differentiation,6
actin binding,6
Megakaryocyte Differentiation,6
Antibacterial Response,6
"Metabolic Process, Cellular",6
amino acid import,6
complement pathway,6
nuclear envelope disassembly,6
myosin light chain kinase activity,6
ubiquitin activity,6
Free Radical Scavenging Activity [MoA],6
insulin-like growth factor binding,6
cytochrome c oxidase activity,6
hair regression,6
mRNA Export,6
Translational Activation,6
RNA Degradation,6
Stem Cell Differentiation,6
middle viral transcription,6
rRNA transcription,6
arginase activity,6
Metal Ion Binding,6
myosin ATPase activity,6
voltage-gated calcium channel activity,6
Genetic Translation Process,6
beta-galactosidase activity,6
alpha2-adrenergic receptor activity,6
steroid binding,6
transcription regulator activity,6
vesicle fusion,6
Asymmetric Cell Division,5
fluid transport,5
Non-Nucleoside Reverse Transcriptase Inhibitors [MoA],5
T cell selection,5
NK T cell activation,5
aminotransferase activity,5
viral transmission,5
DNA Methyltransferase Inhibitors [MoA],5
Notch Signaling Pathway,5
Increased Cytokine Production [PE],5
deacetylase activity,5
Chromosome Condensation,5
Meiotic Recombination,5
Cell Fate Control,5
Nerve Cell Survival,5
filamentous growth,5
Phosphatidylcholine Biosynthesis,5
serotonin secretion,5
Cytoskeleton Alteration [PE],5
xenobiotic metabolism,5
NADH oxidation,5
proton transport,5
lipoxygenase activity,5
prostaglandin biosynthetic process,5
interleukin-24 receptor ligand,5
lipoxygenase pathway,5
microglial cell activation,5
interleukin-10 receptor binding activity,5
polyamine biosynthetic process,5
Cross-Priming,5
nitric oxide biosynthetic process,5
manganese superoxide dismutase activity,5
dopamine metabolism,5
thyroid hormone metabolism,5
Estrogen Metabolic Process,5
tumor necrosis factor binding,5
interleukin-1 secretion,5
esterase activity,5
tyrosine aminotransferase activity,5
maintenance of protein localization,5
estrogen receptor binding,5
dorsal closure,5
tumor suppressor activity,5
mesoderm formation,5
smooth muscle cell differentiation,5
hexokinase activity,5
Angiogenesis Inhibition,5
phosphorylase activity,5
endomitotic cell cycle,5
Calcineurin Pathway,5
metalloendopeptidase inhibitor activity,5
Thrombin Inhibitors [MoA],5
Eye Development,5
heparin binding,5
thioredoxin activity,5
helicase activity,5
collagenase activity,5
Renal Metabolism [PK],5
lipase activity,5
lipid kinase activity,5
catecholamine biosynthetic process,5
vitamin D metabolic process,5
creatine kinase activity,5
basophil activation,5
phosphate-containing compound metabolic process,5
Calmodulin Pathway,5
chromatin binding,5
xanthine oxidase activity,5
Seed Dormancy,5
Myeloproliferation,5
Opioid Agonists [MoA],5
membrane disassembly,5
Translational Repression,5
dopamine biosynthetic process,5
cell adhesion molecule binding,5
myosin phosphatase activity,5
low voltage-gated calcium channel activity,5
intracellular protein transport,5
Complement-Dependent Cytotoxicity,5
IMP metabolic process,5
angiotensin I-converting enzyme activity,5
hyphal growth,4
IgG binding,4
Antigen Targeting,4
brown fat cell differentiation,4
BMP Receptor Signaling Pathway,4
cell morphogenesis,4
muscle cell differentiation,4
cAMP metabolic process,4
drug transport,4
endopeptidase inhibitor activity,4
hydrogen peroxide biosynthetic process,4
cytochrome P450 activity,4
interleukin-2 binding activity,4
Antimicrobial Effect,4
Cell Enlargement,4
septation initiation signaling,4
Mitotic Cell Cycle,4
sphingomyelin phosphodiesterase activity,4
N-acetyltransferase activity,4
germ cell migration,4
estrogen biosynthetic process,4
apoptotic cell clearance,4
glucokinase activity,4
focal adhesion assembly,4
Free Radical Formation,4
xenobiotic-transporting ATPase activity,4
tube morphogenesis,4
beta2-adrenergic receptor activity,4
interleukin-1 beta secretion,4
Increased Lipolysis [PE],4
1-phosphatidylinositol-4-phosphate 5-kinase activity,4
rRNA processing,4
Cell Proliferation Regulatory Process,4
pollen tube growth,4
receptor clustering,4
Replication-Associated Process,4
organ growth,4
lipid phosphatase activity,4
exonuclease activity,4
interleukin-6 binding activity,4
late viral transcription,4
thrombin activity,4
ubiquitin-activating enzyme activity,4
interleukin-9 receptor activity,4
estrogen receptor signaling pathway,4
caspase-8 activity,4
cell redox homeostasis,4
erad,4
cell fate specification,4
transformation of host cell by virus,4
V(D)J Recombination,4
Monoubiquitination,4
ubiquitin binding,4
DNA-methyltransferase activity,4
egg activation,4
Notch binding,4
regulation of DNA-dependent DNA replication initiation,4
Pattern Formation,4
cation transport,4
histone kinase activity,4
aryl hydrocarbon receptor activity,4
Increased Protein Synthesis [PE],4
Granulocyte differentiation,4
phosphoric diester hydrolase activity,4
glucose-6-phosphatase activity,4
insulin receptor activity,4
larval development,4
Sensory Process,4
Androgen Receptor Antagonists [MoA],4
pancreas development,4
beta adrenoceptor activity,4
Calcium Binding,4
nuclease activity,4
beta3-adrenergic receptor activity,4
calcium channel activity,4
water transport,4
Positive Chronotropy [PE],4
immunoglobulin receptor activity,4
Memory performance,4
Negative Regulation of G2 Phase,4
epidermis development,4
beta-catenin binding,4
Single Strand Break Repair,4
ethanol oxidation,4
Splice-Site Mutation,4
transporter activity,4
Peroxisome Proliferation,4
hyperosmotic salinity response,4
phospholipase activity,4
mating behavior,4
neuron differentiation,4
platelet formation,4
translational termination,4
"ribulose-1,5-bisphosphate carboxylase/oxygenase activase activity",4
calcium-transporting ATPase activity,4
casein kinase activity,4
trypsin activity,4
fatty acid beta-oxidation,4
ribosome assembly,4
IgE binding,4
modulation by symbiont of host erythrocyte aggregation,4
Angiotensin II Signaling Pathway,3
epithelial fluid transport,3
bicarbonate transport,3
chloride transport,3
chloride channel activity,3
Nucleoside Reverse Transcriptase Inhibitors [MoA],3
T Cell Receptor Signaling Pathway,3
Cellular Tropism,3
lectin activity,3
DNA unwinding during replication,3
Telomere Maintenance,3
NAD biosynthetic process,3
glutaminase activity,3
ATP generation from ADP,3
circadian behavior,3
alcohol metabolism,3
interleukin-12 binding activity,3
nuclear migration,3
Substrate Interaction,3
Prometaphase,3
plasmin activity,3
type IV pilus-dependent motility,3
anti-toxin activity,3
beta-glucuronidase activity,3
iodide transport,3
beta1-adrenergic receptor activity,3
melanin biosynthetic process,3
exo-alpha-sialidase activity,3
T-Cell Transformation,3
Silent Mutation,3
hormone transport,3
barrier septum assembly,3
lateral inhibition,3
water homeostasis,3
glial cell migration,3
Angiotensin II Receptor Binding,3
zinc homeostasis,3
taurine transport,3
L-arginine transport,3
thymidine kinase activity,3
glycerol-3-phosphate dehydrogenase activity,3
lysyl oxidase activity,3
ubiquitin conjugating enzyme activity,3
scavenger receptor activity,3
proteoglycan biosynthetic process,3
superoxide anion generation,3
platelet-derived growth factor binding,3
Intracellular Communication [PE],3
regulatory T cell differentiation,3
Cell budding,3
ceramide metabolic process,3
Phosphorylation Inhibition,3
Lipid Binding,3
chitinase activity,3
Microtubule Polymerization Process,3
Estrogen Receptor Antagonists [MoA],3
DNA Synthesis Inhibition,3
prostaglandin metabolic process,3
Chromatin Modeling,3
deoxyribonucleotide biosynthetic process,3
DNA Integration,3
oxidoreductase activity,3
gliogenesis,3
Limb Development,3
Tumor Oxygenation,3
endothelial cell morphogenesis,3
polysaccharide biosynthetic process,3
thymidylate synthase activity,3
Mitotic Checkpoints,3
centrosome cycle,3
obsolete error-prone DNA repair,3
metanephros development,3
urothelial cell proliferation,3
RNA Interference Pathway,3
cathepsin B activity,3
transferase activity,3
microtubule binding,3
salivary gland development,3
Covalent Interaction,3
Intracellular Signaling Process,3
protein tyrosine phosphatase activity,3
JAK-STAT cascade,3
pyrophosphatase activity,3
neural crest cell migration,3
"Metabolic Detoxication, Phase II",3
elongation factor-2 kinase activity,3
Immunoglobulin Class Switch Recombination,3
surfactant homeostasis,3
Signal Induction,3
cold acclimation,3
heme transport,3
Neurulation,3
mesoderm development,3
L-arginine import,3
Increased Insulin Secretion [PE],3
Replication Initiation,3
"Mechanotransduction, Cellular",3
Phototaxis,3
Hormone Receptor Interactions [MoA],3
GTP cyclohydrolase I activity,3
carbonate dehydratase activity,3
Protein Kinase Interaction,3
Feelings,3
alpha1-adrenergic receptor activity,3
retinoic acid metabolism,3
stringent response,3
obsolete proteasome inhibitor activity,3
collagen activity,3
NF-kappaB import into nucleus,3
3-mercaptopyruvate sulfurtransferase activity,3
glutathione S-transferase activity,3
photorespiration,3
leaf senescence,3
Protein Carbonylation,3
phospholipid biosynthetic process,3
TATA-binding protein binding,3
coreceptor activity,3
recombinase activity,3
nonselective vesicle assembly,3
post-embryonic development,3
cofactor binding,3
RNA elongation,3
interleukin-8 receptor activity,3
AMP metabolic process,3
receptor metabolic process,3
microtubule severing,3
ATP metabolic process,3
Core Assembly,3
Induction of Cell Senescence,3
cyclin binding,3
Hyaluronic Acid Binding,3
negative regulation of TORC1 signaling,2
androgen binding,3
androgen receptor signaling pathway,3
Androgen Metabolism Process,3
androgen receptor binding,3
caspase-9 activity,3
Estrogen Receptor Agonists [MoA],3
starch biosynthetic process,3
adenylate kinase activity,2
hydrolase activity,2
actin filament organization,2
MHC Interaction,2
Virus-Cell Membrane Interaction,2
interleukin-23 receptor activity,2
5'-AMP-activated protein kinase activity,2
methyltransferase activity,2
nicotinamide phosphoribosyltransferase activity,2
muscle physiology,2
mRNA export from nucleus,2
phospholipase C inhibition,2
cathepsin L activity,2
fibroblast growth factor binding,2
RAB escort protein activity,2
protein digestion,2
collagen catabolic process,2
triplet codon-amino acid adaptor activity,2
cell wall biogenesis,2
phenol catabolic process,2
lignin biosynthetic process,2
Negative Regulation of Lymphocyte Activation,2
chemokine activity,2
RNA Decay,2
systemic acquired resistance,2
Mitotic Spindle Checkpoints,2
macromolecule biosynthetic process,2
ergosterol biosynthetic process,2
brain-derived neurotrophic factor binding,2
sterol metabolic process,2
proteoglycan metabolic process,2
NAD metabolic process,2
nucleoside transport,2
interleukin-25 receptor binding,2
IkappaB kinase activity,2
fructose transport,2
apolipoprotein activity,2
endotoxin activity,2
Bone Alteration [PE],2
mRNA binding,2
interleukin-1 receptor antagonist activity,2
protein synthesis initiation,2
blood vessel development,2
myosin binding,2
Decreased Cellular Migration [PE],2
production of miRNAs involved in gene silencing by miRNA,2
Megakaryocyte Proliferation,2
vascular endothelial growth factor receptor signaling pathway,2
O-methyltransferase activity,2
anticoagulant activity,2
platelet-derived growth factor receptor signaling pathway,2
Epithelial-Stromal Communication,2
immunoglobulin binding,2
branching involved in ureteric bud morphogenesis,2
heat shock protein activity,2
heteroduplex formation,2
protein kinase CK2 activity,2
DNA-dependent protein kinase activity,2
Mitotic Prophase,2
ceramide biosynthetic process,2
sphingolipid metabolic process,2
"Epigenesis, Genetic",2
protein stabilization,2
Decreased Cellular Death [PE],2
apoptotic mitochondrial changes,2
Radiation-Induced Gene Expression,2
Microtubule Depolymerization Process,2
Ceramide Signaling Pathway BioCarta,2
gonad morphogenesis,2
MAP kinase kinase kinase activity,2
ommatidial rotation,2
lysosomal transport,2
SMAD binding,2
eggshell formation,2
Decreased Cytokine Production [PE],2
Glial Cell Proliferation,2
Positive Regulation of Mitosis,2
aminopeptidase activity,2
myeloid dendritic cell differentiation,2
Mullerian duct regression,2
transforming growth factor beta binding,2
interleukin binding,2
GTPase inhibitor activity,2
low-density lipoprotein particle binding,2
phosphoric monoester hydrolase activity,2
neprilysin activity,2
phosphoenolpyruvate carboxykinase activity,2
pyruvate carboxylase activity,2
fumarate reductase activity,2
leukocyte cell-cell adhesion,2
protein palmitoylation,2
fatty acid catabolic process,2
long-chain fatty acid metabolic process,2
Increased Mitosis [PE],2
Ventricular Repolarization [PE],2
Insulin Receptor Interactions [MoA],2
Plasma Metabolism [PK],2
Cell Maintenance,2
[phosphorylase] phosphatase activity,2
insulin processing,2
interleukin-8 receptor binding activity,2
acyl-CoA oxidase activity,2
ecdysteroid biosynthetic process,2
Mineralocorticoid Receptor Antagonists [MoA],2
Neurokinin 1 Receptor Interactions [MoA],2
vacuolar acidification,2
GTP cyclohydrolase activity,2
pyroglutamyl-peptidase II activity,2
phosphofructokinase activity,2
histamine receptor activity,2
peptide hormone secretion,2
antibiotic biosynthetic process,2
cellular aromatic compound metabolic process,2
