,bioprocess_count
macrophage chemotaxis,9
Cellular Cycle Alteration [PE],9
histone phosphorylation,9
elastase activity,9
glutathione peroxidase activity,9
natural killer cell proliferation,9
DNA catabolic process,9
hexose transport,9
iron transport,9
Free Radical Scavenging Activity [MoA],9
mitochondrial processing peptidase activity,9
Deubiquitination,9
Negative Regulation of Cell Cycle,9
molecular_function,9
lipoprotein metabolism,9
Membrane Protein Traffic,9
calpain activity,9
Renal Elimination,9
acetylcholinesterase activity,9
arginase activity,9
cyclase activity,9
cytokine activity,8
Notch Signaling Pathway,8
Protein Acetylation,8
chromatin silencing,8
guanylate cyclase activity,8
Megakaryocyte Differentiation,8
serotonin transmembrane transporter activity,8
phospholipase A2 activity,8
Cross-Priming,8
Microtubule Polymerization Process,8
Growth Factor Binding,8
Estrogen Metabolic Process,8
Dietary intake,8
RNA Degradation,8
Biochemical Processes,8
Oxidative Stress Pathway,8
hair cycle,8
smooth muscle cell differentiation,8
epidermal growth factor receptor activity,8
calmodulin binding,8
Protein dephosphorylation,8
phosphate ion transport,8
Metal Ion Binding,8
histone acetyltransferase activity,8
Translational Repression,8
ion channel activity,7
T cell selection,7
NK T cell activation,7
DNA Methyltransferase Inhibitors [MoA],7
deacetylase activity,7
methyltransferase activity,7
cell fate determination,7
cell morphogenesis,7
germ cell development,7
JNK cascade,7
melanocyte differentiation,7
Cytoskeleton Alteration [PE],7
proton transport,7
myosin light chain kinase activity,7
thyroid hormone metabolism,7
Ovarian follicle development,7
lysyl oxidase activity,7
androgen biosynthetic process,7
follicle-stimulating hormone secretion,7
RNA Processing,7
endomitotic cell cycle,7
rRNA transcription,7
Positive Regulation of Cell Death,7
Drug Efflux,7
Monoubiquitination,7
middle viral transcription,7
thrombin activity,7
epidermal growth factor receptor binding activity,7
Non-Homologous DNA End-Joining,7
myoblast fusion,7
seed germination,7
oocyte growth,7
Sensory Process,7
Calcium Binding,7
Hedgehog Signaling Pathway,7
regulator of G-protein signaling activity,7
ryanodine-sensitive calcium-release channel activity,7
basophil activation,7
Integrin Binding,7
Asymmetric Cell Division,6
fluid transport,6
T Cell Receptor Signaling Pathway,6
neutrophil differentiation,6
membrane protein ectodomain proteolysis,6
amino acid import,6
manganese superoxide dismutase activity,6
dopamine metabolism,6
Triglyceride Metabolism,6
tumor necrosis factor binding,6
insulin-like growth factor binding,6
cytochrome c oxidase activity,6
pyruvate dehydrogenase activity,6
focal adhesion assembly,6
interleukin-1 secretion,6
maintenance of protein localization,6
Calcineurin Pathway,6
helicase activity,6
centrosome cycle,6
Induced Mutation,6
mRNA Export,6
V(D)J Recombination,6
1-phosphatidylinositol-4-phosphate 5-kinase activity,6
dorsal closure,6
pollen tube growth,6
regulation of DNA-dependent DNA replication initiation,6
endopeptidase activity,6
larval development,6
lipase activity,6
leaf senescence,6
hyperosmotic salinity response,6
ripening,6
catecholamine biosynthetic process,6
Genetic Translation Process,6
beta-galactosidase activity,6
Calmodulin Pathway,6
Myeloproliferation,6
myosin phosphatase activity,6
microtubule severing,6
platelet formation,6
hyphal growth,5
Non-Nucleoside Reverse Transcriptase Inhibitors [MoA],5
aminotransferase activity,5
viral transmission,5
kidney physiology,5
actin binding,5
BMP Receptor Signaling Pathway,5
axis specification,5
Cell Fate Control,5
natural killer cell differentiation,5
muscle cell differentiation,5
Nerve Cell Survival,5
Antibacterial Response,5
Phosphatidylcholine Biosynthesis,5
xenobiotic metabolism,5
cell wall biogenesis,5
"Metabolic Process, Cellular",5
lipoxygenase activity,5
prostaglandin biosynthetic process,5
interleukin-24 receptor ligand,5
lipoxygenase pathway,5
microglial cell activation,5
Cell Enlargement,5
interleukin-10 receptor binding activity,5
polyamine biosynthetic process,5
hormone transport,5
complement pathway,5
estrogen biosynthetic process,5
Sex determination,5
superoxide anion generation,5
Free Radical Formation,5
xenobiotic-transporting ATPase activity,5
hair regression,5
tyrosine aminotransferase activity,5
Increased Lipolysis [PE],5
phosphorylase activity,5
interleukin-6 binding activity,5
caspase-8 activity,5
cell fate specification,5
Eye Development,5
Thrombin Inhibitors [MoA],5
nitric oxide biosynthetic process,5
Stem Cell Differentiation,5
heparin binding,5
Angiogenesis Inhibition,5
estrogen receptor binding,5
receptor clustering,5
Translational Activation,5
Notch binding,5
Pattern Formation,5
microtubule binding,5
collagenase activity,5
aryl hydrocarbon receptor activity,5
low-density lipoprotein particle binding,5
phosphoric diester hydrolase activity,5
pancreas development,5
ethanol oxidation,5
Splice-Site Mutation,5
xanthine oxidase activity,5
transporter activity,5
Peroxisome Proliferation,5
Seed Dormancy,5
vitamin D metabolic process,5
ATP transport,5
creatine kinase activity,5
alpha2-adrenergic receptor activity,5
phosphate-containing compound metabolic process,5
angiotensin I-converting enzyme activity,5
low voltage-gated calcium channel activity,5
intracellular protein transport,5
lipid kinase activity,5
Replication Initiation,5
cell adhesion molecule binding,5
dopamine biosynthetic process,5
vesicle fusion,5
Opioid Agonists [MoA],5
mating behavior,5
Cell Mobility,5
translational termination,5
lateral inhibition,5
Androgen Metabolism Process,5
sulfate binding,5
Angiotensin II Signaling Pathway,4
hydrolase activity,4
IgG binding,4
leukocyte homeostasis,4
Antigen Targeting,4
Cellular Tropism,4
Increased Cytokine Production [PE],4
Telomere Maintenance,4
muscle physiology,4
Meiotic Recombination,4
circadian behavior,4
interleukin-12 binding activity,4
Substrate Interaction,4
Iron Chelation,4
cAMP metabolic process,4
anti-toxin activity,4
NADH oxidation,4
hydrogen peroxide biosynthetic process,4
purinergic nucleotide receptor activity,4
cytochrome P450 activity,4
interleukin-2 binding activity,4
Antimicrobial Effect,4
septation initiation signaling,4
Adenosine Deaminase Inhibitors [MoA],4
N-acetyltransferase activity,4
germ cell migration,4
taurine transport,4
apoptotic cell clearance,4
L-arginine transport,4
Fungicidal activity,4
glucokinase activity,4
scavenger receptor activity,4
tube morphogenesis,4
esterase activity,4
beta2-adrenergic receptor activity,4
interleukin-1 beta secretion,4
late viral transcription,4
Phosphorylation Inhibition,4
transformation of host cell by virus,4
fatty-acid synthase activity,4
ubiquitin binding,4
transferase activity,4
rRNA processing,4
gliogenesis,4
Tumor Oxygenation,4
interleukin-9 receptor activity,4
estrogen receptor signaling pathway,4
thioredoxin activity,4
Replication-Associated Process,4
organ growth,4
mesoderm formation,4
hexokinase activity,4
salivary gland development,4
Covalent Interaction,4
Intracellular Signaling Process,4
protein tyrosine phosphatase activity,4
egg activation,4
Increased Protein Synthesis [PE],4
glucose-6-phosphatase activity,4
Androgen Receptor Antagonists [MoA],4
Renal Metabolism [PK],4
beta adrenoceptor activity,4
alpha1-adrenergic receptor activity,4
Protein Carbonylation,4
membrane disassembly,4
Granulocyte differentiation,4
nuclease activity,4
myosin ATPase activity,4
beta3-adrenergic receptor activity,4
voltage-gated calcium channel activity,4
water transport,4
Positive Chronotropy [PE],4
Negative Regulation of G2 Phase,4
Feelings,4
nuclear envelope disassembly,4
fatty acid beta-oxidation,4
Complement-Dependent Cytotoxicity,4
calcium-transporting ATPase activity,4
casein kinase activity,4
nerve growth factor binding,4
"synaptic transmission, glutamatergic",4
trypsin activity,4
vitamin D receptor binding,4
steroid binding,4
IMP metabolic process,4
nonselective vesicle assembly,4
JAK activity,4
DNA-Protein Interaction,4
copper homeostasis,4
androgen receptor signaling pathway,4
ethylene biosynthetic process,4
modulation by symbiont of host erythrocyte aggregation,4
epithelial fluid transport,3
bicarbonate transport,3
chloride transport,3
chloride channel activity,3
Nucleoside Reverse Transcriptase Inhibitors [MoA],3
MHC Interaction,3
lectin activity,3
Chromosome Condensation,3
NAD biosynthetic process,3
glutaminase activity,3
alcohol metabolism,3
filamentous growth,3
Prometaphase,3
RAB escort protein activity,3
plasmin activity,3
serotonin secretion,3
type IV pilus-dependent motility,3
endopeptidase inhibitor activity,3
lignin biosynthetic process,3
lipoprotein oxidation,3
beta-glucuronidase activity,3
iodide transport,3
beta1-adrenergic receptor activity,3
chemokine activity,3
T-Cell Transformation,3
glucosyltransferase activity,3
Silent Mutation,3
RNA Decay,3
sphingomyelin phosphodiesterase activity,3
zinc homeostasis,3
nucleoside transport,3
interleukin-25 receptor binding,3
IkappaB kinase activity,3
glycerol-3-phosphate dehydrogenase activity,3
ubiquitin conjugating enzyme activity,3
proteoglycan biosynthetic process,3
platelet-derived growth factor binding,3
prostaglandin metabolic process,3
Chromatin Modeling,3
exonuclease activity,3
deoxyribonucleotide biosynthetic process,3
DNA Integration,3
adenosine metabolic process,3
thymidylate synthase activity,3
Mitotic Checkpoints,3
Cell Proliferation Regulatory Process,3
obsolete error-prone DNA repair,3
metanephros development,3
urothelial cell proliferation,3
RNA Interference Pathway,3
production of miRNAs involved in gene silencing by miRNA,3
cathepsin B activity,3
DNA-methyltransferase activity,3
Radiation-Induced Gene Expression,3
anticoagulant activity,3
ubiquitin-activating enzyme activity,3
Cell budding,3
Limb Development,3
endothelial cell morphogenesis,3
regulatory T cell differentiation,3
ceramide metabolic process,3
Megakaryocyte Proliferation,3
lipid phosphatase activity,3
Estrogen Receptor Antagonists [MoA],3
DNA Synthesis Inhibition,3
ommatidial rotation,3
JAK-STAT cascade,3
cation transport,3
metalloendopeptidase inhibitor activity,3
SMAD binding,3
pyrophosphatase activity,3
Glial Cell Proliferation,3
aminopeptidase activity,3
elongation factor-2 kinase activity,3
Immunoglobulin Class Switch Recombination,3
histone kinase activity,3
adenosine deaminase activity,3
neprilysin activity,3
insulin receptor activity,3
cold acclimation,3
long-chain fatty acid metabolic process,3
heme transport,3
Neurulation,3
L-arginine import,3
Increased Insulin Secretion [PE],3
Ventricular Repolarization [PE],3
Plasma Metabolism [PK],3
Negative Inotropy [PE],3
GTPase inhibitor activity,3
glutathione S-transferase activity,3
nitric oxide metabolic process,3
photorespiration,3
leukotriene biosynthetic process,3
glial cell migration,3
phospholipase activity,3
surfactant homeostasis,3
Signal Induction,3
retinoic acid metabolism,3
"Mechanotransduction, Cellular",3
calcium channel activity,3
Phototaxis,3
Hormone Receptor Interactions [MoA],3
GTP cyclohydrolase I activity,3
carbonate dehydratase activity,3
Protein Kinase Interaction,3
immunoglobulin receptor activity,3
Microtubule Depolymerization Process,3
Ceramide Signaling Pathway BioCarta,3
cholinesterase activity,3
isomerase activity,3
neuron differentiation,3
Phospholipid Binding,3
interleukin-8 receptor activity,3
sequestering of triglyceride,3
iron binding,3
recombinase activity,3
amylase activity,3
anion transport,3
neuropeptide hormone activity,3
lysophospholipase activity,3
Core Assembly,3
stringent response,3
chromatin binding,3
coreceptor activity,3
ribosome assembly,3
ubiquitin-protein ligase activity,3
drug transport,3
phospholipid biosynthetic process,3
TATA-binding protein binding,3
androgen binding,3
androgen receptor binding,3
Hyaluronic Acid Binding,3
negative regulation of TORC1 signaling,2
DNA Ligation,3
Induction of Cell Senescence,3
cyclin binding,3
post-embryonic development,3
RNA elongation,3
lyase activity,3
Response Inhibition,3
nuclear division,3
"Visceral sensation, function",3
microtubule nucleation,3
intermediate filament organization,3
myosin-light-chain-phosphatase activity,3
IgE binding,3
PPIase activity,3
serine protease activity,3
ferroxidase activity,3
norepinephrine biosynthetic process,3
actin filament organization,2
Virus-Cell Membrane Interaction,2
interleukin-23 receptor activity,2
DNA unwinding during replication,2
5'-AMP-activated protein kinase activity,2
nicotinamide phosphoribosyltransferase activity,2
brown fat cell differentiation,2
histone ubiquitination,2
ATP generation from ADP,2
mRNA export from nucleus,2
phospholipase C inhibition,2
nuclear migration,2
cathepsin L activity,2
fibroblast growth factor binding,2
triplet codon-amino acid adaptor activity,2
prostanoid biosynthetic process,2
Negative Regulation of Lymphocyte Activation,2
melanin biosynthetic process,2
exo-alpha-sialidase activity,2
interleukin-5 binding activity,2
interleukin-4 receptor binding activity,2
interleukin-2 biosynthetic process,2
T-Cell Specificity,2
vitamin A metabolism,2
barrier septum assembly,2
serotonin metabolism,2
sterol metabolic process,2
proteoglycan metabolic process,2
NAD metabolic process,2
thymidine kinase activity,2
catechol O-methyltransferase activity,2
fructose transport,2
apolipoprotein activity,2
organelle ATP synthesis coupled electron transport,2
zymosan binding,2
endotoxin activity,2
Bone Alteration [PE],2
Intracellular Communication [PE],2
mRNA binding,2
interleukin-1 receptor antagonist activity,2
O-methyltransferase activity,2
protein kinase CK2 activity,2
DNA-dependent protein kinase activity,2
Mitotic Prophase,2
Mitotic Spindle Checkpoints,2
cell redox homeostasis,2
ceramide biosynthetic process,2
sphingolipid metabolic process,2
heteroduplex formation,2
"Epigenesis, Genetic",2
histone deacetylase binding,2
protein stabilization,2
Decreased Cellular Death [PE],2
proprotein convertase activity,2
apoptotic mitochondrial changes,2
Lipid Binding,2
platelet-derived growth factor receptor signaling pathway,2
vascular endothelial growth factor receptor signaling pathway,2
blood vessel development,2
Epithelial-Stromal Communication,2
immunoglobulin binding,2
polysaccharide biosynthetic process,2
branching involved in ureteric bud morphogenesis,2
Myeloid Cell Activation Process,2
heat shock protein activity,2
N-myristoyltransferase activity,2
purine salvage,2
myosin binding,2
chitinase activity,2
Decreased Cellular Migration [PE],2
diacylglycerol kinase activity,2
lysosomal transport,2
somitogenesis,2
thymidine phosphorylase activity,2
oxidoreductase activity,2
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",2
neural crest cell migration,2
elastic fiber assembly,2
Decreased Cytokine Production [PE],2
Positive Regulation of Mitosis,2
myeloid dendritic cell differentiation,2
Mullerian duct regression,2
transforming growth factor beta binding,2
phosphoric monoester hydrolase activity,2
phosphoenolpyruvate carboxykinase activity,2
pyruvate carboxylase activity,2
leukocyte cell-cell adhesion,2
protein palmitoylation,2
fatty acid catabolic process,2
Increased Mitosis [PE],2
Insulin Receptor Interactions [MoA],2
Cell Maintenance,2
interleukin-8 receptor binding activity,2
metalloendopeptidase activity,2
acyl-CoA oxidase activity,2
ecdysteroid biosynthetic process,2
Mineralocorticoid Receptor Antagonists [MoA],2
Neurokinin 1 Receptor Interactions [MoA],2
heme binding,2
beta-D-glucose oxidase activity,2
hydrogen peroxide catabolic process,2
formate oxidation,2
interleukin binding,2
Cell Ontogeny,2
Increased Fibroblast Migration [PE],2
